transaction_reference_id,party_role,parsed_name,parsed_address_street_name,parsed_address_street_number,parsed_address_postal_code,parsed_address_city,party_iban,party_phone,external_id,account_id,transaction_date,provi_id
5764,1,2345,2812,1483,5358,5983,4929,4897,35023466,23755,116,5764
1428,0,1304,7473,4827,3199,6388,4931,4468,25017838,25816,721,1428
6405,0,5221,1604,1303,3631,4735,4931,4242,35000322,22249,628,6405
6163,1,4442,2191,1039,3477,4745,1984,3779,25015738,28168,582,group_901
3555,0,2251,5555,262,2767,1941,66,5947,25010732,25893,604,3555
8555,1,2191,1126,2667,332,2638,4931,6031,35002037,22088,331,group_3990
2821,0,600,3047,1812,5358,3016,4931,6031,20018521,27069,574,2821
10002,1,1322,7473,15,5358,5831,4536,1437,10385391,23833,637,10002
1755,0,1759,3351,178,5358,176,3760,6031,25033930,22503,53,1755
5032,1,1432,3152,2936,5358,2874,4931,6031,10484448,27215,284,group_2939
10921,1,605,7282,4527,2050,4707,2155,6031,25010411,29990,711,10921
853,1,1222,237,1239,1811,2588,3325,4230,10592139,24180,142,group_3995
894,1,4710,2537,1457,2761,1149,4068,5343,90007402,27423,282,group_3996
2815,1,5816,5528,1578,4948,3383,4931,6031,10497851,23597,57,group_270
4959,0,2743,3649,2987,3029,5881,4931,6031,30017310,25976,555,group_1435
9412,0,6147,7461,3713,4584,2950,2457,989,90008811,29902,183,group_3997
2538,0,2795,2574,4040,4223,6388,933,4358,25035438,29695,615,2538
1921,1,403,3224,4827,4060,5884,1908,2127,35015955,21742,11,group_3999
4225,0,1507,1712,4827,3804,6044,2483,6031,10455505,22348,538,group_4000
1241,1,3798,4558,1842,1721,6388,4931,4386,30001610,29138,366,1241
6797,1,5812,574,4827,2908,4846,809,5723,35026824,29651,574,6797
3301,1,5544,4844,1601,2132,1921,4931,6031,35014998,28491,47,3301
1947,1,1857,6741,2519,4285,2792,953,6031,25014269,25454,380,group_4004
5100,0,1005,1631,2451,3312,3382,2015,6031,35011398,27171,169,group_4005
3093,1,4435,3064,4827,4765,2073,547,6031,35002772,26495,434,3093
10390,0,835,5406,4827,3386,1696,4931,412,35011596,28946,723,group_4007
3482,0,5388,6755,4304,4892,3105,3139,6031,25004128,20488,149,3482
4148,0,4499,1225,3412,4471,1207,4931,1484,30008297,22367,407,group_2337
4579,0,5047,5359,4324,1467,5501,2173,6031,10138913,29571,516,group_4009
143,1,4017,997,3241,1621,2381,4719,240,35014869,23979,358,143
3351,0,162,6300,4015,5358,1418,2415,6031,25004855,26774,21,3351
8964,0,3709,2898,4827,2234,3536,1769,5272,25033758,25735,347,group_4012
10497,1,6060,4505,2692,3671,3217,423,1587,25008271,28986,711,group_4013
4483,0,705,5619,3175,2468,4124,1883,4071,10595699,22359,183,4483
1472,0,1161,7065,2145,4895,4388,4931,6031,40007241,25487,218,1472
8746,1,5679,3258,3323,4390,4067,1570,6031,30015311,29497,557,group_3686
9348,1,2572,4441,4827,1257,3577,1633,4183,25038623,22623,591,group_4016
9315,1,2699,4532,826,5358,3308,431,6031,35014242,21214,514,9315
7784,1,2833,7205,4827,5358,2173,348,6031,10028051,21435,435,7784
5130,0,5095,1803,4662,2967,6388,831,6031,10364535,24297,256,5130
4615,0,549,7167,647,3738,563,4931,6031,25003154,23397,289,group_4020
3132,0,4880,3746,10,2755,5842,1470,6031,25012782,29338,255,3132
7062,0,6468,2334,4827,1419,3005,1836,2233,90017712,21780,289,7062
9169,0,1017,4756,4827,5358,4948,4931,6031,40011737,29673,134,9169
6164,1,1640,2851,503,1622,2826,4645,6031,35021474,26469,213,6164
8849,0,6210,5920,119,5358,6388,1602,4374,25028263,25940,130,8849
3766,1,3285,1594,4827,5358,12,240,2030,60030561,29482,663,group_1162
8809,1,1142,3570,4827,5358,3756,4931,6031,25005310,21580,40,8809
7275,1,1558,6530,2038,5358,216,456,6031,35008438,21731,410,group_4027
11047,0,3605,1945,4827,3650,2327,3983,6031,10135260,29457,621,11047
928,0,3102,5231,4212,865,1509,2404,4711,25036021,26109,615,group_4029
1736,0,404,2062,4827,4818,2897,4931,6031,35025062,24841,239,1736
9120,1,3897,3708,3001,2815,4514,4745,5348,25002839,29146,678,9120
1559,1,4381,3366,935,4581,6388,4238,5293,25015887,23364,396,1559
10318,1,3094,2850,3348,5358,1125,4931,488,20015449,20478,494,group_871
7901,0,1395,5000,4827,13,3088,4915,6031,25014682,21961,142,group_4033
4963,0,1052,5288,591,5358,3256,3111,6031,30001248,22212,560,4963
9319,1,2743,3672,2987,5358,5882,4001,5024,30017310,28353,540,group_4035
5427,0,3323,1898,682,5358,5004,3194,2242,25035204,27623,661,group_1244
2379,1,1148,6810,4611,1536,2049,4931,728,10543857,21697,265,group_4036
8252,0,3570,1197,3986,1567,39,4931,6031,50065672,23654,268,8252
2212,0,6042,393,2653,875,3432,4931,3616,35006063,23414,724,2212
4640,0,3519,1106,2195,1231,3923,4803,6031,35009070,23302,525,group_4039
6842,0,1374,7473,4827,5358,1600,2018,4583,35018343,21334,117,6842
3025,1,390,4058,1323,130,6388,1064,347,30021247,26174,703,group_4041
8057,0,3749,1125,1517,3346,1711,4133,6031,35004149,27554,22,8057
4558,1,5216,2212,4336,1939,4809,2577,6031,80061055,27157,579,group_2840
2014,1,2335,5778,3947,5358,5303,2754,3775,25025192,25841,522,group_3112
7827,0,4080,1845,2976,5358,6323,3341,2245,35005273,26213,376,group_4043
1106,0,5168,5480,4827,3869,5066,559,3197,25016574,25416,578,group_4044
7762,1,2844,3037,127,5358,5388,4931,6031,25018150,22407,402,7762
4885,1,450,1831,2389,2860,6004,4931,4196,35003345,29800,230,group_4046
6792,1,6217,1929,3648,423,58,2024,6031,10526828,21553,655,group_4047
9940,1,5015,4479,1316,1008,6388,2573,6031,50018483,21343,125,group_588
8585,0,1948,3194,2763,5358,3057,4931,6031,30006931,26081,604,group_4048
386,1,1402,7222,1545,2980,1590,3696,898,30005738,25731,349,group_3203
9571,0,3210,7473,4827,4807,2811,38,2311,25020253,27076,292,group_1747
2850,1,5615,4312,1783,3741,5642,4931,6031,20015844,23554,223,group_4049
8635,1,3679,2590,4827,5358,4158,4931,2583,90002810,26516,140,8635
1111,0,4045,2941,3964,5358,4260,1414,1951,20004363,25109,554,1111
9807,0,898,1198,4827,3040,6388,967,6031,30016108,27928,153,group_118
7676,0,2958,2945,4827,1537,5101,2416,6031,35023802,25309,424,7676
7264,0,5689,4830,1996,5358,2370,1222,6031,35006972,24834,15,7264
4414,0,1816,2629,4634,5358,1835,123,2950,35000165,20339,374,4414
6817,0,2301,6116,1065,1578,5096,4931,4106,35025825,24395,460,6817
9530,0,1872,422,4060,597,1386,1109,3212,25008718,25784,500,9530
11012,0,4219,4429,1326,4888,2581,2251,566,40009090,22911,274,group_4057
702,1,5717,7473,4827,3310,2247,960,2547,25012389,24179,481,702
6757,1,4681,1979,4567,3577,5236,3399,6031,10025370,24751,27,6757
2598,1,3276,5946,949,3852,2723,3037,3283,25023621,21820,67,group_4060
10913,1,4792,7199,2448,3580,4086,1679,5029,25020343,20337,556,10913
9929,1,6371,5720,3103,1559,5968,3525,2334,35022340,25189,359,9929
9589,0,2536,4237,2836,3083,340,4184,6031,10413380,27325,189,9589
3774,0,1575,2368,4827,648,6388,2593,140,10276764,25373,71,group_4049
8235,0,107,82,2180,3576,4196,4508,6031,30013128,20537,456,group_3220
9673,0,5710,3273,4827,4990,2948,3501,6031,20008755,27891,473,group_2177
9115,0,4415,2816,4827,323,5057,4931,4668,30002904,20116,607,group_4064
614,1,4900,6287,3017,5358,2597,4500,6031,10313853,26514,345,614
741,0,1887,627,4284,5358,3965,442,6031,35013563,27915,30,741
6754,0,4025,1921,2576,5358,3596,2963,5422,10546128,21932,259,group_1756
3327,0,5224,1416,3893,2256,5449,4931,3631,10441331,28641,51,group_4067
5977,0,3849,1966,4243,5358,5176,303,6031,40019373,26714,330,5977
497,1,5328,5951,1126,5358,3904,4931,5144,25016033,20328,600,497
797,0,4993,994,4827,1453,5992,513,3721,25020062,23594,511,group_4070
1714,1,5917,6136,398,3644,4527,3591,1705,90018154,21052,561,group_4071
3504,1,5770,903,4827,3450,2087,4735,2315,10159536,28943,642,group_2195
1152,0,6090,239,3884,2675,5212,4931,6031,35012097,26644,213,1152
7983,0,275,2180,3583,3924,6388,2175,6031,40022592,20209,255,7983
1473,1,4202,3378,4031,2867,1109,4931,5967,40007457,27323,549,1473
1534,1,2918,4443,3137,5358,5442,4931,4318,10506616,21956,150,group_381
6043,1,5453,2406,2834,902,1806,3877,6031,25023578,24210,509,6043
7342,1,12,1922,4606,1399,5390,3912,6031,80016232,26050,186,7342
8305,0,5192,4291,4034,1768,3408,2263,1128,25016392,23088,632,8305
7366,0,577,4539,4827,2641,114,1279,1906,30019185,28538,174,group_677
8828,1,830,2110,537,4164,2182,770,6031,70005524,25312,45,8828
10194,0,6036,3619,4827,2871,675,4931,4929,35007113,24128,536,10194
3535,1,436,1572,1853,5358,1403,2030,3928,10133118,29700,211,3535
9301,1,2060,1488,802,5358,2553,1678,683,40018420,26264,521,9301
4456,1,255,2165,3583,3924,2376,356,6031,40022592,20209,10,group_4082
9988,0,1136,5269,2795,5358,2047,4442,2711,70010634,25070,172,group_4083
8342,1,5322,2116,4827,4071,359,2792,3840,10567230,24484,178,8342
6288,0,3945,2814,2490,2937,1696,4931,5329,40019690,24744,649,group_4085
8484,1,2223,369,1069,3797,1398,1957,531,35029695,29822,369,group_4086
7058,0,2566,1598,3976,2232,1884,1707,5013,35028003,27727,442,7058
6073,0,515,7473,4827,5358,3562,2583,6031,25039999,27003,175,6073
8308,1,949,4242,2712,4446,6358,1579,1113,40005337,29328,533,8308
6262,1,4143,6792,3988,5358,4075,3153,782,35029033,22652,141,6262
1422,0,3571,6008,2775,5358,869,4931,4151,30019061,22933,457,group_169
9706,0,5344,6544,2276,5358,6388,4931,6031,25022787,25062,360,9706
10179,0,4391,5630,3415,4247,1481,515,6031,10308266,21445,337,10179
3788,0,3848,6089,4022,464,4846,3288,3864,90023135,24065,567,3788
3712,1,2481,331,4827,3462,6388,3129,6031,10163704,20435,13,group_2575
8546,0,1703,2623,114,5120,6388,4931,3114,25000792,29069,350,8546
6510,1,6102,4787,4827,2437,5794,1208,6031,25013094,28426,606,group_972
8892,0,297,6583,4827,5358,1958,4931,5926,60022232,27099,594,8892
651,0,4421,5775,1975,1870,5187,4931,5837,25004164,26090,376,651
295,1,2503,2664,4426,496,392,4931,3238,25008816,20479,196,group_4097
3323,1,311,2685,3580,5358,6336,2866,2135,30006310,25179,108,3323
8441,0,606,2681,3131,4526,3234,4931,4227,50043590,24523,103,group_4099
10411,0,3063,5120,1271,5358,2676,4931,6031,10593655,24319,82,group_1717
4378,1,1382,1379,4827,1352,472,124,6031,20018478,20476,648,group_994
10737,1,231,1093,1754,453,1322,4931,5785,35005137,20748,299,10737
779,0,267,3822,824,3626,2953,3271,6031,30006490,24228,30,779
4343,0,4514,6248,3425,5358,4970,2489,1907,35010408,26934,355,group_154
10332,1,3950,2370,206,31,3280,1197,137,20019373,29230,220,group_4102
8112,0,5491,1956,1411,3472,3974,4467,6031,35001382,23924,364,group_3340
1530,0,891,6495,3985,2155,6119,3454,6031,10400912,21679,202,group_783
1803,0,5660,4193,2201,535,5678,1219,4997,90018799,28536,683,1803
6329,1,1336,6445,1553,5358,6176,4931,6031,10228256,21436,245,group_842
836,1,4566,4224,397,142,1033,872,4773,10345155,22975,547,836
1480,1,1042,4078,1054,1113,2794,1367,4914,10395150,29946,470,group_4105
7507,0,4580,2441,3463,5358,4051,4304,2390,10526696,29993,479,7507
10417,1,5143,5020,2554,5358,5545,3348,3777,25024829,28746,79,10417
10038,1,1361,3400,356,3490,2132,4455,5292,25014706,28092,450,group_2133
5639,0,5466,903,4827,5358,2246,4931,6031,25033280,26027,676,group_934
10768,1,1743,5009,2735,1424,1103,4931,6031,35025398,26470,268,group_613
10299,1,4026,7473,4827,3905,396,2061,1120,30020030,23395,402,group_4108
4809,1,1679,6704,3321,5358,2690,4080,87,80014271,23180,632,group_3876
8897,0,3630,323,1807,1287,6273,4931,4625,25017844,20074,265,8897
7642,0,5453,2406,2834,902,1806,4931,897,25023578,21984,300,7642
6270,1,6293,1191,2886,5358,3535,4931,1557,35026354,21295,51,group_3068
8508,1,1858,4603,2583,1791,5871,2111,6031,25041242,24249,666,group_4111
9935,1,3822,5058,4235,4830,6100,4931,6031,25008613,23411,186,9935
9409,0,5765,1273,2782,536,5153,563,1639,25027817,26890,538,9409
2951,1,3331,4159,3940,5358,4591,2693,1630,60034885,25480,28,group_4114
2229,1,5220,5357,3217,4259,415,4931,6031,35029601,28044,194,group_2982
86,0,836,7473,4827,163,5122,4435,6031,30005787,29295,132,86
5373,1,3192,3306,4335,5358,745,276,6031,35002035,24259,190,5373
10938,1,1891,7473,4827,1847,3956,4931,2342,25021643,29881,274,group_4117
1163,1,5278,145,3605,459,243,287,222,40000756,26459,567,group_4118
4527,1,1925,2386,1117,136,2214,4931,6031,50024886,20588,154,4527
8805,1,2779,2802,669,4398,6388,4931,3446,20017180,20181,402,group_2148
3892,0,1320,6599,3009,5358,804,4286,6031,10546155,24589,608,3892
8542,1,5606,5316,1234,5358,772,4931,6031,80022882,24269,197,8542
7582,0,611,1330,4827,531,1874,1963,3495,25006096,23970,636,group_3753
6384,1,2145,5906,648,5358,1961,2506,2217,20017650,21437,25,group_4122
8383,1,3216,7473,4827,180,1031,714,4768,10196118,27038,56,8383
8055,1,2015,4519,4751,3923,962,2649,3875,10426694,23183,433,group_315
1325,0,192,2524,4189,1034,3486,4913,4303,40009308,23658,406,1325
6201,0,3040,1365,3081,4769,1172,4931,2545,35020903,24713,596,group_3291
4592,1,498,7441,3428,5358,4114,4931,6031,35003067,23583,615,group_1564
8754,0,5306,615,4597,2639,2751,762,5423,20005467,21266,388,8754
6987,0,959,5820,4177,697,2069,3425,19,20010764,27463,239,group_1896
5985,1,1637,1318,270,3286,6312,2547,6031,10422127,28529,169,5985
3643,0,1344,7422,126,1609,4617,4931,6031,35021213,21831,685,3643
574,1,1581,6379,4827,5358,4893,4931,6031,10186671,20564,516,group_885
2471,1,4102,0,4827,3086,193,2791,3507,90000966,29006,473,group_1363
9092,0,467,6452,1905,5358,6388,4931,2737,10201958,26193,395,group_2706
4139,1,2154,6278,876,3200,4077,4246,2953,80020470,27402,78,group_3594
3462,1,2985,5202,3597,245,1442,3039,3447,50028905,25077,91,3462
9512,1,5286,177,148,5358,2043,498,6031,25039255,26361,516,9512
2299,0,2139,6101,4827,3313,6388,2383,6031,35020992,23652,156,group_3981
6418,1,5357,1462,3264,3226,1788,1115,6031,25024847,24790,95,group_4130
1581,1,518,7473,4827,1035,5857,3720,6031,30021420,26643,617,group_4131
2417,1,3430,5924,1500,2393,561,3457,6031,25041544,27670,637,2417
4354,0,2565,3176,3142,1944,3483,3456,352,30019445,27617,217,4354
6501,1,1728,4655,4827,5358,806,3823,6031,30022490,27256,373,group_4134
7049,0,1091,7246,4318,2653,365,4931,6031,90021679,23740,531,7049
2840,0,5129,5879,4827,240,6107,4323,1385,35003572,28170,512,2840
2441,0,3730,3544,4827,2702,5129,4931,6031,35031120,22871,298,group_1396
6559,1,1171,1040,2331,1343,2653,1315,5247,25007163,21456,220,6559
10581,1,4672,4073,1896,5358,5499,480,3983,25010989,22841,700,10581
6982,1,3082,4515,4827,4712,2894,4698,6031,40000849,23764,269,group_1045
2233,1,1661,7180,4630,50,4653,4931,5741,35026455,22945,651,2233
1880,0,978,2114,4827,5358,2537,3191,3713,35023677,21823,309,1880
6104,1,4168,1313,364,5358,4131,2107,6031,25012879,22439,123,6104
1101,1,3283,4836,759,4962,2375,1002,5542,35026688,28052,455,1101
8923,0,4421,5775,1975,1870,5186,3452,6031,25004164,28800,291,8923
7836,1,545,3642,4827,4798,4260,3210,461,35031636,26908,244,group_4144
7547,1,6116,7473,4827,5358,3300,1018,6031,80053087,29674,87,7547
5882,1,1744,868,4827,5358,2807,3299,228,10498999,24414,414,5882
827,1,371,3730,530,4910,427,2914,4774,90012742,26757,7,827
2055,0,4561,5743,4827,5358,5465,98,5661,20002339,23841,38,group_4148
4,0,5177,3440,610,5358,5929,957,1618,10462897,26974,171,4
287,0,1687,4900,2145,3165,3453,3253,6031,40004864,25082,408,group_221
4209,0,157,4879,2884,3358,2156,1156,3860,10014821,23561,414,4209
3705,0,2019,873,3006,103,3664,3491,1080,90001170,21253,568,3705
4073,1,2383,3254,4123,2627,3096,378,6031,25036657,22837,610,group_2806
4533,1,4605,4399,884,1346,4962,4007,4371,25038841,26256,449,4533
4606,0,4058,5425,3830,96,1232,4931,6031,25007642,26258,324,group_683
4652,1,3310,1601,2722,5358,1849,2566,6031,25021690,29968,680,group_1849
10759,1,3035,4924,3245,3636,4793,1270,143,35023220,24794,594,group_785
6279,1,3312,4136,4791,5358,1706,2387,2374,10411187,27898,511,6279
10701,1,1211,1607,4827,4326,3827,186,6031,30004819,20352,115,group_4154
9026,1,3934,5996,4827,2687,369,4931,6031,35032194,23525,650,9026
7064,0,2941,5793,2497,2752,2247,2221,6031,25033213,22347,11,7064
9920,0,1689,5803,4711,5358,6388,3246,436,35014843,29128,694,group_4157
9617,0,1926,3964,1608,3881,1853,325,6031,25020665,25913,279,group_4158
479,0,5017,3452,1993,828,6388,4931,1648,25023453,29419,174,group_4159
8481,1,11,3749,2151,298,1505,4931,2915,35011413,22950,186,8481
3793,0,4434,2416,3509,5358,5289,4931,6031,10100326,25512,598,group_886
4123,0,1276,2900,3676,2365,2091,2948,6031,35009409,23892,611,4123
6067,1,3484,804,4827,3223,1673,4931,4709,10537253,28406,360,6067
8038,0,97,2192,3065,1270,158,3762,6031,20013582,21467,530,group_318
5600,1,277,88,736,4435,5293,4793,2735,30010751,21949,715,5600
4635,1,578,3004,2867,1428,6388,4931,4698,35017742,21045,270,4635
4687,0,3304,4702,4827,5358,5655,1993,6031,35009738,27025,460,4687
10311,1,1635,1826,1127,1718,887,4931,6031,25028720,22545,448,10311
3990,1,1386,3018,4827,329,3119,265,6031,10079741,27149,316,group_4167
6978,0,5575,5774,4827,4851,5603,795,1245,10022949,27550,417,6978
9063,1,1249,3130,4593,5358,3966,3529,1681,10555018,29430,125,group_2754
4167,1,6500,4289,2002,1434,2263,4931,6031,20014039,23559,274,group_4169
1907,1,719,2891,3014,5358,5214,856,6031,50048753,26176,359,1907
8505,0,3127,1769,2191,5358,4756,2091,4519,35009000,20397,131,8505
1420,0,5541,903,4827,5358,5672,4931,1404,35029885,27690,723,1420
6417,1,2332,7125,1789,1837,4646,3229,6031,70022562,28240,353,group_3662
6750,1,2450,6351,2764,5358,4024,4931,6031,35019766,28742,389,group_4173
4426,1,1577,3225,4670,764,5925,3346,4749,35015234,26751,61,group_4174
2243,1,2317,2611,4827,2559,1141,608,6031,35031487,26995,458,2243
6019,0,6546,206,1865,1957,1742,4931,6031,35018417,20728,71,6019
1181,0,3350,1758,1840,2729,1333,3474,4545,35029866,21625,601,1181
9286,1,2917,645,2417,2422,5843,4931,3378,40008725,26361,601,9286
3088,1,2392,5011,4331,2259,2428,3849,2923,10509150,22163,303,3088
7348,0,403,3576,207,5358,5371,4931,1013,35015955,21583,487,7348
6102,1,1436,1515,2719,5358,2139,4931,6031,90006915,22029,410,group_4181
7849,0,1380,1379,4827,1352,472,4601,6031,20018478,28588,122,7849
2190,1,4288,5837,1158,5358,378,4931,6031,10556969,26503,353,group_4183
9441,0,1300,4028,2019,2571,3160,3695,5564,25027063,26560,304,group_4184
10286,1,1410,6934,4827,4714,5408,4931,4451,10131598,20131,245,group_251
1790,0,4956,1682,3920,5358,1640,2125,1888,20008598,27251,684,1790
1392,0,3122,6857,4827,4753,5820,4588,1851,35028367,20571,311,1392
10036,1,6067,1849,2133,1885,1168,4931,3020,25018560,24831,336,10036
4582,1,6520,5544,4827,3390,6358,1348,1125,25022104,21587,325,group_698
9983,1,6121,3988,4827,5358,5266,2525,3058,25030124,20369,66,9983
5144,1,6319,3314,4827,850,3945,1568,6031,40006775,28146,163,5144
8979,0,5172,4228,1981,4376,4323,4931,6031,10292277,27922,534,group_4190
10991,0,2232,7473,4827,4917,6388,4931,6031,25032245,26274,300,10991
9012,1,2451,7171,2878,5358,6388,4931,6031,35019892,20431,11,9012
8276,0,5754,5344,1044,813,767,408,2335,25012679,21355,387,group_4193
9781,0,1605,4382,3088,5358,5321,4428,1798,25004380,24302,697,9781
3869,1,6355,1428,1636,2442,5688,350,5960,35002059,20948,461,3869
8908,1,3220,4675,2624,5358,3227,2636,6031,25024786,20830,592,group_359
1278,1,804,42,4617,4097,6388,4931,2769,35026838,24146,356,1278
5484,0,177,3918,1648,5265,3884,2831,3670,10429653,25675,572,5484
2380,1,6484,2786,2724,5358,4905,4931,1955,40002155,20349,250,group_4198
8423,0,4541,411,3397,5358,5822,3580,6031,20005032,20507,174,8423
5057,0,5724,1133,4827,2001,5979,3692,6031,40017733,23816,6,5057
2864,1,4030,2043,3337,5358,3632,1418,6031,10565847,29128,579,group_4157
7823,1,425,5083,3021,5358,1027,4931,6031,10293936,24543,342,group_4201
3687,1,2493,2453,3447,5358,2522,306,869,10218637,21348,125,group_4202
6303,0,6034,375,1640,5358,5685,4931,6031,35021934,20241,663,group_1616
9314,1,794,2025,2325,2460,1955,580,2411,25001725,27747,342,9314
7803,1,1218,7473,1383,5358,4974,4761,2091,60069177,25612,586,group_4204
9088,0,2723,6547,3038,3321,3983,2868,6031,30018130,22882,453,group_445
2858,0,5996,1820,4827,4291,1029,4931,1452,50052409,23322,37,2858
4819,0,2058,571,4827,2100,1943,3296,6031,35008301,20933,452,group_4206
986,0,1767,4416,1955,567,2146,4351,819,50021560,28907,309,986
2809,0,5489,1112,2381,2482,470,4931,6031,10392077,21443,26,2809
5663,0,5118,1766,3664,5358,1544,285,6031,90002008,23620,497,group_4209
4112,0,3151,184,4418,1486,492,560,6031,50022702,20492,142,group_318
2241,0,969,1596,2616,5358,5967,2527,6031,40011084,29567,601,2241
1972,1,1780,355,512,5358,888,4931,2525,60032587,29844,244,group_4211
9652,1,5452,4908,1123,5358,1163,4931,2974,10002873,29725,245,9652
854,0,6030,5741,3570,3152,1565,3053,6031,10019861,25659,348,group_881
8832,0,1706,7473,4827,5358,2980,4279,2901,25022365,21928,164,8832
10587,1,2703,3848,4827,61,4237,788,6031,10310746,28658,235,10587
10374,0,2106,7473,4827,5048,484,4530,6031,30017052,29724,441,group_4215
1859,0,4169,5808,4646,5242,4689,274,858,40000064,27805,101,1859
5773,1,3393,1860,785,5358,6083,4931,6031,35013957,20508,374,5773
5753,0,4166,3073,4110,2493,4463,4482,6031,25005697,24923,31,group_1981
8515,0,6171,4688,4827,3674,1977,4180,6031,35025091,22054,67,group_4218
3304,0,946,5145,3313,4378,663,3857,5870,50045962,23066,570,3304
9894,0,3345,4535,3232,1931,6388,1471,6031,20012866,23397,394,group_4020
8108,0,542,2178,4827,5351,3509,3113,6031,35015943,23796,201,group_4220
4200,1,2446,4284,2377,2754,3195,2726,6031,10588099,29323,194,group_4221
2745,1,3392,3076,1272,5358,3060,4931,1824,35030890,28033,534,2745
1424,1,3342,6868,3451,5050,1481,4931,3607,35009789,29283,324,1424
3545,1,904,1667,4827,3004,1954,519,2433,30016635,23349,314,group_4224
2428,0,4327,5486,3493,1685,6355,927,893,10314630,28601,338,group_4225
2370,0,3947,1419,3389,4711,3924,628,6031,25025418,20114,185,2370
8608,1,5787,3924,142,3380,1903,4931,660,50023128,26467,362,8608
2036,0,3395,4249,3828,4130,1135,4931,5238,40022803,27135,509,2036
5650,1,5379,1230,4479,4273,2132,3699,3018,40000913,20695,693,5650
5216,1,5234,4183,4759,1226,3580,1113,705,35010788,20224,26,5216
3742,1,5982,5422,2693,5358,3818,3741,6031,10501511,25780,366,group_4231
1056,0,5914,0,4827,2109,510,627,6031,30024151,23609,263,group_2572
270,0,5272,7051,2447,4441,5062,4881,125,10299251,22574,713,group_1476
9377,1,1224,725,3955,4713,3534,2236,6031,40017127,22402,646,9377
2896,0,990,6883,4795,477,3712,4931,6031,35019209,26395,437,2896
9866,1,1909,4030,2584,1790,898,2111,3677,25041242,26395,3,9866
9670,1,4466,3737,1382,5358,3745,731,1367,25039177,27398,302,group_140
9078,1,2670,461,2811,1626,4507,4931,6031,40002987,29790,223,9078
5006,1,1807,423,3642,5358,5549,4931,4859,25025618,20469,149,group_1712
3966,0,2733,7325,4827,5358,6388,2657,6031,25003398,26414,378,group_114
1415,0,930,6512,3851,5358,2020,4931,4123,10014200,28257,669,1415
9472,0,6166,1737,4092,1599,3486,3211,3175,60038868,26850,246,9472
7696,1,4115,1583,4616,5358,4817,4923,6031,10170875,24735,516,7696
5026,0,2334,1673,1514,5358,5140,4931,6031,80054731,24869,285,5026
8745,0,216,4863,3176,1120,265,400,6031,25002228,21004,724,8745
4749,0,1424,1980,4827,105,6388,44,6031,10351397,24845,115,4749
5213,0,2707,3415,4827,1050,4351,3574,3279,10453915,25160,53,group_1155
1703,0,5901,780,4123,1544,4225,3041,4400,10423924,28443,682,group_2481
10329,1,2821,4051,3448,4257,871,4931,5045,25040500,21098,397,10329
4392,0,4725,6260,4103,4930,4853,4931,1671,40024687,26203,366,4392
1211,1,4549,5324,1088,3989,3517,3921,3475,40002054,24536,465,1211
441,0,1429,5585,280,5358,2644,4931,6031,10345667,22651,166,441
8183,1,4257,864,3575,5207,5829,1468,2250,20000640,22743,480,8183
4981,1,4930,3012,3273,5358,69,2274,4840,20014819,28332,517,4981
641,1,1861,2841,1015,449,2646,2588,6031,90020362,25473,636,641
5027,1,5291,891,1220,1658,1054,3359,6031,25013119,23072,661,group_2660
8490,1,212,2152,4827,4705,5476,4931,4969,10219060,27063,358,group_4249
6968,1,4378,5891,4015,5169,4062,4037,6031,10066515,23420,34,group_4250
1757,0,502,7459,1674,4844,1731,2079,1581,30011973,24528,505,1757
5759,0,4728,5604,4599,3986,1694,2544,6031,25002116,20568,484,group_4252
8152,0,1802,7473,4827,5358,4630,4931,3824,25026775,29049,49,group_1598
2040,1,3308,387,4827,5358,6388,4931,2435,25021690,22980,362,group_3013
2800,0,6026,7473,4827,319,6388,4931,1703,25013966,20254,711,group_2397
4877,0,5124,5058,4827,5052,6248,1331,5737,25008613,27634,25,group_4253
2455,0,2133,7473,4827,5358,6054,4931,6031,35013113,28780,247,group_3890
6526,0,3490,67,3734,4044,1665,1680,6031,35006129,20234,213,group_555
6324,1,1843,2292,1732,179,4784,4931,2695,70050215,27483,403,6324
9481,1,5876,6637,4827,2209,6388,3585,1735,30010773,21402,638,group_458
4001,0,4668,3537,4827,4369,6388,2781,1855,30012628,22060,699,4001
4141,1,6133,2731,4182,1991,4570,4931,4556,25026813,20267,475,group_4256
9960,1,6277,5575,1894,895,2158,4931,6031,35009247,28577,319,9960
1582,0,1661,3940,1240,1168,3022,1397,6031,35026455,23787,640,group_3900
10822,1,2382,7473,4827,1437,5673,4931,4970,80062229,25190,36,10822
6400,1,601,3286,4468,3263,1646,3770,6031,90008467,24839,635,group_3265
7112,0,1926,7191,4827,4590,6388,4931,6031,25001466,27803,647,7112
8686,0,2106,7473,4827,5358,508,4931,6031,30017052,22749,559,8686
9998,0,6096,5683,4827,1264,5683,4931,6031,10238749,21055,715,9998
2632,1,3685,2098,315,5358,2769,4931,6031,35012927,27525,0,2632
4020,0,2819,4301,4827,4776,6001,4931,32,10538628,20185,588,4020
4829,0,597,2069,3371,5358,486,1681,6031,35028892,28114,166,4829
328,1,990,5840,4817,4803,2008,3154,3242,35019209,28843,454,group_1777
5973,1,4661,6782,424,5358,2558,4487,1877,25015089,27483,222,5973
6653,0,1930,7473,4827,3353,4637,2113,6031,20005176,20734,363,group_4266
